Date,Open,High,Low,Close,Volume,5MA,30MA,90MA
2020-04-13,44500.0,44750.0,44100.0,44310.0,819000,44310.0,44310.0,44310.0
2020-04-10,43370.0,44500.0,43280.0,44370.0,1291200,44340.0,44340.0,44340.0
2020-04-09,43450.0,43730.0,43050.0,43730.0,1237600,44136.666666666664,44136.666666666664,44136.666666666664
2020-04-08,43000.0,43640.0,42700.0,43590.0,1690300,44000.0,44000.0,44000.0
2020-04-07,43250.0,43500.0,42370.0,43190.0,1728500,43838.0,43838.0,43838.0
2020-04-06,42350.0,43200.0,42190.0,42920.0,1537100,43560.0,43685.0,43685.0
2020-04-03,41870.0,42280.0,41570.0,41880.0,1244500,43062.0,43427.142857142855,43427.142857142855
2020-04-02,42510.0,42670.0,41110.0,41330.0,1675600,42582.0,43165.0,43165.0
2020-04-01,41800.0,42690.0,41510.0,41950.0,1917600,42254.0,43030.0,43030.0
2020-03-31,41560.0,42490.0,41150.0,41610.0,1926000,41938.0,42888.0,42888.0
2020-03-30,39470.0,40990.0,39160.0,40930.0,1480200,41540.0,42710.0,42710.0
2020-03-27,39514.85,39910.0,38951.76,39910.0,1639890,41146.0,42476.666666666664,42476.666666666664
2020-03-26,38754.19,39495.09,38378.8,39248.13,1425287,40729.626000000004,42228.31769230769,42228.31769230769
2020-03-25,39020.92,39159.22,38497.34,39159.22,1529450,40171.47,42009.09642857143,42009.09642857143
2020-03-24,38339.28,38418.31,37697.17,38141.71,1532285,39477.812,41751.27066666666,41751.27066666666
2020-03-23,36946.39,37963.89,36659.9,37351.41,1934361,38762.094,41476.279375,41476.279375
2020-03-19,35079.31,37045.17,35079.31,36778.45,2495467,38135.784,41199.93647058823,41199.93647058823
2020-03-18,34931.13,35879.49,34822.46,35079.31,1876965,37302.02,40859.901666666665,40859.901666666665
2020-03-17,32105.82,34931.13,31809.46,34456.95,3229874,36361.566,40522.904210526314,40522.904210526314
2020-03-16,33488.84,34437.19,32530.6,32550.36,2184293,35243.296,40124.276999999995,40124.276999999995
2020-03-13,32678.78,34081.56,31493.34,32817.08,3230077,34336.43,39776.31523809523,39776.31523809523
2020-03-12,34575.5,34931.13,33538.23,34397.68,2144308,33860.276,39531.83181818182,39531.83181818182
2020-03-11,35622.64,36412.94,34980.52,35039.79,1524895,33852.372,39336.525652173914,39336.525652173914
2020-03-10,34575.5,36077.06,33567.87,35751.06,2282686,34111.194,39187.13125,39187.13125
2020-03-09,36037.54,36294.39,35197.85,35494.22,2057555,34699.966,39039.4148,39039.4148
2020-03-06,37242.75,37628.02,36620.39,36956.26,1289237,35527.802,38959.29346153846,38959.29346153846
2020-03-05,37440.32,37707.05,36956.26,37460.08,1247531,36140.28200000001,38903.76703703703,38903.76703703703
2020-03-04,35988.15,37143.96,35988.15,36798.21,1101358,36491.966,38828.56857142857,38828.56857142857
2020-03-03,37390.93,37529.23,36235.12,36353.66,1883444,36612.486000000004,38743.22689655172,38743.22689655172
2020-03-02,35662.15,37430.44,35464.58,36640.15,2174271,36841.672000000006,38673.124333333326,38673.124333333326
2020-02-28,36353.66,36798.21,35642.4,35830.09,2327834,36616.438,38390.46066666666,38581.41354838709
2020-02-27,38112.07,38368.92,37539.11,37726.8,1124944,36669.78199999999,38169.02066666666,38554.706874999996
2020-02-26,38754.19,38754.19,37983.65,38487.47,1133245,37007.634,37994.26966666666,38552.66939393939
2020-02-25,37637.9,39011.04,37637.9,38754.19,1317176,37487.74,37833.075999999994,38558.59647058823
2020-02-21,39514.85,39564.25,39376.55,39465.46,926740,38052.801999999996,37708.92466666666,38584.50685714285
2020-02-20,40008.79,40048.3,39534.61,39613.64,747365,38809.511999999995,37598.71266666665,38613.09388888888
2020-02-19,39435.82,39722.3,39346.91,39564.25,929979,39177.00199999999,37521.520999999986,38638.800810810804
2020-02-18,39416.06,39485.22,39228.37,39307.4,702723,39340.98799999999,37454.10099999999,38656.39552631578
2020-02-17,39356.79,39663.03,39188.85,39514.85,939596,39493.11999999999,37372.92933333332,38678.40717948717
2020-02-14,39495.09,39544.49,39020.92,39356.79,945467,39471.38599999999,37297.82233333332,38695.366749999994
2020-02-13,39910.0,39979.15,39554.37,39702.55,889387,39489.16799999999,37256.90733333332,38719.932195121946
2020-02-12,40107.57,40226.12,39910.0,40068.06,770343,39589.92999999999,37262.17599999999,38752.03047619047
2020-02-10,39811.21,40344.66,39801.33,40156.97,910949,39759.844,37292.47066666666,38784.703488372084
2020-02-07,40226.12,40394.06,39919.88,40008.79,1201472,39858.632,37320.789666666664,38812.52363636363
2020-02-06,40295.27,40601.51,39979.15,40403.94,1347038,40068.06199999999,37396.19733333333,38847.88844444444
2020-02-05,40245.88,40423.69,39722.3,39939.64,937875,40115.479999999996,37482.471666666665,38871.622173913034
2020-02-04,39514.85,39722.3,39159.22,39613.64,1312620,40024.596,37576.977999999996,38887.409787234035
2020-02-03,38200.98,39643.27,37539.11,39554.37,2639210,39904.075999999994,37726.14666666666,38901.30479166666
2020-01-31,40621.27,40749.69,39682.79,40275.51,2609449,39957.42,37920.098666666665,38929.34979591836
2020-01-30,42280.89,42280.89,41411.56,41757.32,1164423,40228.096,38226.99733333333,38985.909199999995
2020-01-29,42073.44,42350.04,41885.74,42201.86,825209,40680.53999999999,38539.823333333334,39048.967058823524
2020-01-28,41569.62,42142.59,41460.96,42083.32,987781,41174.47599999999,38796.011333333336,39107.32
2020-01-27,42557.5,42587.13,41796.83,41885.74,984035,41640.749999999985,39024.20966666667,39159.74301886792
2020-01-24,43169.98,43347.79,42982.28,43169.98,850921,42219.643999999986,39271.507,39234.00666666666
2020-01-23,42794.58,43031.67,42646.4,43002.04,874304,42468.58799999999,39521.76766666667,39302.516363636365
2020-01-22,42685.92,42824.22,42537.74,42794.58,710821,42587.132,39716.378333333334,39364.87464285714
2020-01-21,42478.47,42725.43,42438.95,42587.13,569710,42687.89399999999,39887.28,39421.40543859649
2020-01-20,42567.37,42764.95,42458.71,42468.59,827537,42804.46399999999,40076.29266666667,39473.94310344827
2020-01-17,42646.4,42705.68,42379.68,42468.59,772975,42664.185999999994,40280.123666666674,39524.69983050847
2020-01-16,42419.19,42517.98,42182.1,42438.95,707278,42551.567999999985,40473.41700000001,39573.27066666666
2020-01-15,42478.47,42774.83,42359.92,42547.62,765181,42502.17599999999,40697.33466666668,39622.03049180328
2020-01-14,43318.16,43407.06,42419.19,42676.04,1218276,42519.95799999999,40862.309333333345,39671.28870967742
2020-01-10,42695.8,43249.0,42616.77,42913.13,836445,42608.865999999995,41009.83133333334,39722.74650793651
2020-01-09,43021.79,43071.19,42636.52,42853.86,1043456,42685.91999999999,41146.48700000001,39771.670156249995
2020-01-08,41984.53,42320.41,41105.32,42122.83,1502625,42622.69599999998,41235.06600000001,39807.84184615384
2020-01-07,42517.98,42972.4,42369.8,42419.19,1181935,42597.00999999999,41328.58433333335,39847.40772727272
2020-01-06,42488.34,42567.37,41994.41,42221.62,1168776,42506.12599999998,41417.16333333335,39882.84373134328
2019-12-30,43278.64,43486.09,42972.4,43436.7,628928,42610.83999999998,41554.806666666685,39935.10632352941
2019-12-27,43199.61,43486.09,43041.55,43278.64,645833,42695.79599999999,41680.26633333335,39983.56333333333
2019-12-26,42942.76,43169.98,42814.34,43021.79,654944,42875.58799999999,41802.43300000001,40026.96657142857
2019-12-25,42903.25,43002.04,42745.19,42843.98,481136,42960.54599999999,41907.14733333335,40066.64281690141
2019-12-24,42952.64,43021.79,42537.74,42735.31,645833,43063.28399999999,41996.05566666668,40103.70763888889
2019-12-23,42834.1,43169.98,42508.1,42735.31,805267,42923.005999999994,42082.00033333335,40139.75698630137
2019-12-20,42498.22,43130.46,42429.07,42676.04,1551214,42802.486,42170.908666666684,40174.031081081084
2019-12-19,43723.18,43960.27,43140.34,43189.73,1324768,42836.074,42263.76833333335,40214.2404
2019-12-18,44424.57,44553.0,43713.3,43960.27,1416885,43059.331999999995,42397.789333333356,40263.530263157896
2019-12-17,45244.5,45422.32,44760.45,44967.9,1096195,43505.84999999999,42576.26466666669,40324.62597402598
2019-12-16,44444.33,45333.41,44444.33,44908.63,1611546,43940.51399999999,42754.74000000001,40383.39525641026
2019-12-13,44849.36,44908.63,44335.66,44385.06,1786164,44282.317999999985,42891.72500000001,40434.049240506334
2019-12-12,45224.75,45777.96,44197.36,44325.78,1976371,44509.527999999984,42977.34033333335,40482.695875
2019-12-11,45530.99,46182.98,45096.32,45185.23,1830299,44754.51999999999,43076.78600000001,40540.75185185185
2019-12-10,44553.0,46429.95,44523.36,45807.59,3322396,44922.45799999999,43200.928333333344,40604.98158536585
2019-12-09,43762.7,44533.24,43703.43,44533.24,2147851,44847.37999999999,43289.178333333344,40652.31
2019-12-06,42982.28,43268.76,42705.68,43229.25,1205218,44616.21799999999,43291.15400000001,40682.987857142856
2019-12-05,43960.27,43980.03,42932.89,43150.22,1520846,44381.105999999985,43296.093333333345,40712.014117647064
2019-12-04,44078.82,44335.66,42824.22,43298.4,2550130,44003.73999999998,43312.88733333334,40742.08837209302
2019-12-03,43021.79,43960.27,42982.28,43851.61,2313156,43612.54399999999,43355.036666666674,40777.83
2019-12-02,42103.07,42863.74,42043.8,42715.55,1633107,43249.005999999994,43363.26866666668,40799.84954545454
2019-11-29,42182.1,42280.89,41816.59,41836.35,545010,42970.42599999999,43342.19400000001,40811.495617977525
2019-11-28,42231.5,42350.04,41964.77,42063.56,671646,42753.094,43329.68100000001,40825.40744444444
2019-11-27,41945.01,42142.59,41589.38,42014.17,883212,42496.24799999999,43311.89933333334,40799.89822222222
2019-11-26,41984.53,42458.71,41915.38,42063.56,1279721,42138.63799999999,43291.483333333344,40774.27111111111
2019-11-25,41391.81,41796.83,41174.48,41777.08,1395222,41950.943999999996,43253.61500000001,40752.572
2019-11-22,41816.59,42014.17,40967.02,40986.78,2133375,41781.02999999999,43191.37900000001,40723.647333333334
2019-11-21,42715.55,42774.83,41609.14,42478.47,1796894,41864.011999999995,43203.233666666674,40715.741444444444
2019-11-20,41925.26,42774.83,41875.86,42448.83,2129022,41950.943999999996,43204.22166666668,40710.506222222226
2019-11-19,41688.17,41895.62,41520.23,41816.59,970066,41901.549999999996,43190.720666666675,40709.801666666666
2019-11-18,40937.39,41737.56,40848.48,41559.75,1288326,41858.083999999995,43128.15566666668,40712.35444444444
2019-11-15,41095.45,41184.35,40749.69,40779.33,995777,41816.594,43044.84533333335,40699.347
2019-11-14,41767.2,41806.71,41253.5,41283.14,949820,41577.528,42986.89033333335,40695.71522222222
2019-11-13,41816.59,41984.53,41342.41,41530.11,1070281,41393.784,42943.094666666686,40702.383111111114
2019-11-12,41589.38,41954.89,41530.11,41875.86,1027664,41405.63799999999,42914.446333333355,40724.225999999995
2019-11-11,41688.17,42014.17,41312.78,41451.08,1059045,41383.903999999995,42871.63866666669,40748.703222222226
2019-11-08,41806.71,41875.86,41293.02,41451.08,1033738,41518.25399999999,42830.806666666685,40774.168333333335
2019-11-07,41204.11,41856.11,40957.14,41490.59,1258261,41559.74399999999,42774.168666666694,40811.37811111111
