,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA
2012-03-16,,,,,507.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.05199999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.68222222222226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.68222222222226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-19,,,,,506.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40649.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-21,,,,,519.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.59800000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.26363636363635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.26363636363635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-22,,,,,521.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24934.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.46000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.77666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.77666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-23,,,,,516.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.6976923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.6976923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-26,,,,,513.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.6978571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.6978571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-27,,,,,513.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.5706666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.5706666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-28,,,,,509.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.29437499999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.29437499999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-29,,,,,521.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16867.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.4841176470588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.4841176470588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-30,,,,,515.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.7055555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.7055555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-02,,,,,520.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.7620000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.55684210526306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.55684210526306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-03,,,,,534.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.8484999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.8484999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-04,,,,,543.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.4257142857141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.4257142857141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-05,,,,,532.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.1240909090907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.1240909090907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-06,,,,,531.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.9278260869563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.9278260869563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-09,,,,,529.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.4654166666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.4654166666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-10,,,,,524.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.5399999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.5399999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-11,,,,,507.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.0620000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.278846153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.278846153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-12,,,,,509.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.2137037037036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.2137037037036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-13,,,,,509.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.7620000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.255357142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.255357142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-16,,,,,517.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.2800000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.2610344827585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.2610344827585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-17,,,,,516.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.8560000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.4259999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.4259999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-18,,,,,524.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.9560000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.5989999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.5493548387095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
