,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,5MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,30MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA,90MA
,2424.JP,2820.JP,2970.JP,3134.JP,3172.JP,3180.JP,3189.JP,3276.JP,3457.JP,3474.JP,3480.JP,3496.JP,3566.JP,3674.JP,3695.JP,3696.JP,3965.JP,3985.JP,3986.JP,3992.JP,3997.JP,6036.JP,6038.JP,6044.JP,6048.JP,6061.JP,6087.JP,6171.JP,6175.JP,6199.JP,6558.JP,6577.JP,7042.JP,7813.JP,9270.JP,2424.JP,2820.JP,2970.JP,3134.JP,3172.JP,3180.JP,3189.JP,3276.JP,3457.JP,3474.JP,3480.JP,3496.JP,3566.JP,3674.JP,3695.JP,3696.JP,3965.JP,3985.JP,3986.JP,3992.JP,3997.JP,6036.JP,6038.JP,6044.JP,6048.JP,6061.JP,6087.JP,6171.JP,6175.JP,6199.JP,6558.JP,6577.JP,7042.JP,7813.JP,9270.JP,2424.JP,2820.JP,2970.JP,3134.JP,3172.JP,3180.JP,3189.JP,3276.JP,3457.JP,3474.JP,3480.JP,3496.JP,3566.JP,3674.JP,3695.JP,3696.JP,3965.JP,3985.JP,3986.JP,3992.JP,3997.JP,6036.JP,6038.JP,6044.JP,6048.JP,6061.JP,6087.JP,6171.JP,6175.JP,6199.JP,6558.JP,6577.JP,7042.JP,7813.JP,9270.JP,2424.JP,2820.JP,2970.JP,3134.JP,3172.JP,3180.JP,3189.JP,3276.JP,3457.JP,3474.JP,3480.JP,3496.JP,3566.JP,3674.JP,3695.JP,3696.JP,3965.JP,3985.JP,3986.JP,3992.JP,3997.JP,6036.JP,6038.JP,6044.JP,6048.JP,6061.JP,6087.JP,6171.JP,6175.JP,6199.JP,6558.JP,6577.JP,7042.JP,7813.JP,9270.JP,2424.JP,2820.JP,2970.JP,3134.JP,3172.JP,3180.JP,3189.JP,3276.JP,3457.JP,3474.JP,3480.JP,3496.JP,3566.JP,3674.JP,3695.JP,3696.JP,3965.JP,3985.JP,3986.JP,3992.JP,3997.JP,6036.JP,6038.JP,6044.JP,6048.JP,6061.JP,6087.JP,6171.JP,6175.JP,6199.JP,6558.JP,6577.JP,7042.JP,7813.JP,9270.JP,2424.JP,2820.JP,2970.JP,3134.JP,3172.JP,3180.JP,3189.JP,3276.JP,3457.JP,3474.JP,3480.JP,3496.JP,3566.JP,3674.JP,3695.JP,3696.JP,3965.JP,3985.JP,3986.JP,3992.JP,3997.JP,6036.JP,6038.JP,6044.JP,6048.JP,6061.JP,6087.JP,6171.JP,6175.JP,6199.JP,6558.JP,6577.JP,7042.JP,7813.JP,9270.JP,2424.JP,2820.JP,2970.JP,3134.JP,3172.JP,3180.JP,3189.JP,3276.JP,3457.JP,3474.JP,3480.JP,3496.JP,3566.JP,3674.JP,3695.JP,3696.JP,3965.JP,3985.JP,3986.JP,3992.JP,3997.JP,6036.JP,6038.JP,6044.JP,6048.JP,6061.JP,6087.JP,6171.JP,6175.JP,6199.JP,6558.JP,6577.JP,7042.JP,7813.JP,9270.JP,2424.JP,2820.JP,2970.JP,3134.JP,3172.JP,3180.JP,3189.JP,3276.JP,3457.JP,3474.JP,3480.JP,3496.JP,3566.JP,3674.JP,3695.JP,3696.JP,3965.JP,3985.JP,3986.JP,3992.JP,3997.JP,6036.JP,6038.JP,6044.JP,6048.JP,6061.JP,6087.JP,6171.JP,6175.JP,6199.JP,6558.JP,6577.JP,7042.JP,7813.JP,9270.JP
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-06,,,,,530.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-07,,,,,524.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-08,,,,,518.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.7433333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.7433333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.7433333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-09,,,,,524.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-12,,,,,514.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-13,,,,,486.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.96999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.65166666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.65166666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-14,,,,,510.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.25200000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.2885714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.2885714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-15,,,,,502.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.8625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.8625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
